Name,Preferred Subject,Age,Proficiency,name,age,subject,score
Patricia Garcia,Data Science,13.0,3.0,,,,
Karen Martin,Math and Logic,14.0,5.0,,,,
Andrew Robinson,Computer Science,12.0,2.0,,,,
Charles Anderson,Social Sciences,14.0,0.0,,,,
Linda Anderson,Physical Science and Engineering,16.0,0.0,,,,
Karen Thompson,Business,17.0,7.0,,,,
Betty Rodriguez,Physical Science and Engineering,17.0,6.0,,,,
Steven Moore,Information Technology,13.0,1.0,,,,
Ashley Anderson,Arts and Humanities,12.0,5.0,,,,
Jennifer Martin,Math and Logic,16.0,0.0,,,,
John Lewis,Arts and Humanities,13.0,4.0,,,,
Margaret White,Computer Science,13.0,2.0,,,,
Christopher Martin,Personal Development,14.0,0.0,,,,
Thomas Smith,Social Sciences,18.0,5.0,,,,
Jennifer Davis,Physical Science and Engineering,13.0,9.0,,,,
Andrew Jackson,Language Learning,12.0,8.0,,,,
Mary Harris,Language Learning,16.0,10.0,,,,
Sarah Jackson,Information Technology,15.0,6.0,,,,
John Harris,Business,15.0,8.0,,,,
Barbara Thomas,Information Technology,15.0,5.0,,,,
Kimberly Lee,Computer Science,16.0,10.0,,,,
Mark Robinson,Physical Science and Engineering,18.0,10.0,,,,
Sarah Garcia,Physical Science and Engineering,12.0,6.0,,,,
Donna Wilson,Health,16.0,9.0,,,,
Ashley Williams,Social Sciences,14.0,7.0,,,,
Donald Lopez,Language Learning,16.0,7.0,,,,
Anthony Hernandez,Data Science,16.0,1.0,,,,
Christopher Perez,Business,15.0,4.0,,,,
Michael Ramirez,Computer Science,13.0,3.0,,,,
David Hernandez,Data Science,16.0,10.0,,,,
Anthony Thompson,Language Learning,18.0,3.0,,,,
Ashley Martinez,Social Sciences,18.0,6.0,,,,
Betty Clark,Business,16.0,0.0,,,,
Emily Johnson,Business,18.0,8.0,,,,
Sandra Williams,Language Learning,12.0,0.0,,,,
Christopher Rodriguez,Health,17.0,9.0,,,,
Christopher Brown,Math and Logic,18.0,0.0,,,,
Betty Ramirez,Language Learning,14.0,1.0,,,,
Steven Clark,Physical Science and Engineering,15.0,0.0,,,,
James Perez,Business,16.0,1.0,,,,
Paul Anderson,Information Technology,13.0,4.0,,,,
Anthony Johnson,Arts and Humanities,12.0,6.0,,,,
Richard Taylor,Physical Science and Engineering,12.0,1.0,,,,
Lisa Martin,Personal Development,15.0,0.0,,,,
Ashley Lee,Information Technology,17.0,3.0,,,,
Mark Harris,Physical Science and Engineering,14.0,9.0,,,,
Patricia Miller,Personal Development,13.0,2.0,,,,
Sarah Moore,Physical Science and Engineering,17.0,7.0,,,,
William Robinson,Social Sciences,12.0,8.0,,,,
Charles Anderson,Physical Science and Engineering,15.0,8.0,,,,
Ashley Brown,Business,16.0,8.0,,,,
Mary Lee,Language Learning,15.0,8.0,,,,
Joshua Sanchez,Personal Development,15.0,1.0,,,,
Jessica Thompson,Computer Science,12.0,8.0,,,,
David Martinez,Information Technology,16.0,9.0,,,,
Emily Smith,Information Technology,15.0,3.0,,,,
Emily Wilson,Arts and Humanities,16.0,0.0,,,,
Jennifer Davis,Language Learning,14.0,4.0,,,,
Linda Anderson,Business,15.0,6.0,,,,
Linda Lee,Math and Logic,13.0,10.0,,,,
Elizabeth Thomas,Language Learning,18.0,1.0,,,,
Charles Taylor,Personal Development,18.0,6.0,,,,
Sarah Wilson,Language Learning,17.0,3.0,,,,
Donald Thomas,Computer Science,17.0,8.0,,,,
Jessica Anderson,Data Science,17.0,8.0,,,,
Emily Jones,Arts and Humanities,18.0,1.0,,,,
Matthew Miller,Physical Science and Engineering,14.0,6.0,,,,
Joshua Taylor,Math and Logic,18.0,8.0,,,,
William Ramirez,Information Technology,18.0,7.0,,,,
Robert Rodriguez,Math and Logic,12.0,8.0,,,,
Anthony Hernandez,Social Sciences,14.0,5.0,,,,
Steven Rodriguez,Data Science,13.0,1.0,,,,
James Martinez,Data Science,18.0,8.0,,,,
Karen Clark,Health,14.0,10.0,,,,
Donna Jackson,Computer Science,15.0,5.0,,,,
Ashley Ramirez,Personal Development,14.0,6.0,,,,
Elizabeth Anderson,Arts and Humanities,12.0,9.0,,,,
Paul Thomas,Social Sciences,17.0,0.0,,,,
Daniel Hernandez,Arts and Humanities,13.0,5.0,,,,
Emily Harris,Health,14.0,10.0,,,,
Paul Gonzalez,Business,13.0,0.0,,,,
Sandra Robinson,Business,12.0,10.0,,,,
Christopher Ramirez,Social Sciences,17.0,9.0,,,,
Richard Thompson,Business,13.0,6.0,,,,
Jessica Jackson,Data Science,15.0,5.0,,,,
Matthew Davis,Health,17.0,6.0,,,,
Anthony Johnson,Arts and Humanities,16.0,8.0,,,,
Christopher White,Personal Development,14.0,8.0,,,,
Donald Thompson,Health,18.0,2.0,,,,
Matthew Gonzalez,Arts and Humanities,15.0,6.0,,,,
Elizabeth Thomas,Data Science,12.0,7.0,,,,
John Jones,Arts and Humanities,12.0,2.0,,,,
Steven Jackson,Language Learning,12.0,8.0,,,,
Nancy Ramirez,Personal Development,15.0,0.0,,,,
Michael Ramirez,Social Sciences,15.0,0.0,,,,
Mark Brown,Health,15.0,7.0,,,,
Kimberly Robinson,Business,13.0,2.0,,,,
Sandra Smith,Computer Science,17.0,7.0,,,,
Elizabeth Wilson,Data Science,13.0,2.0,,,,
Elizabeth Williams,Business,12.0,0.0,,,,
Donald Sanchez,Social Sciences,15.0,10.0,,,,
Thomas Hernandez,Information Technology,14.0,8.0,,,,
Michelle Thompson,Computer Science,12.0,1.0,,,,
Betty Lee,Health,13.0,10.0,,,,
Jennifer Ramirez,Information Technology,15.0,10.0,,,,
Nancy Ramirez,Data Science,12.0,4.0,,,,
Paul Gonzalez,Math and Logic,18.0,7.0,,,,
Christopher Lee,Information Technology,16.0,2.0,,,,
Ashley Ramirez,Computer Science,18.0,10.0,,,,
Paul Johnson,Computer Science,17.0,3.0,,,,
Michelle Williams,Math and Logic,13.0,7.0,,,,
Jessica Lee,Information Technology,12.0,3.0,,,,
Charles Davis,Physical Science and Engineering,13.0,5.0,,,,
Jennifer Wilson,Personal Development,17.0,6.0,,,,
Michael Harris,Physical Science and Engineering,14.0,4.0,,,,
Michael Anderson,Information Technology,18.0,0.0,,,,
David Thompson,Social Sciences,16.0,7.0,,,,
Karen Lewis,Personal Development,17.0,8.0,,,,
Mary Johnson,Language Learning,18.0,3.0,,,,
Christopher Sanchez,Language Learning,16.0,0.0,,,,
Patricia Martinez,Physical Science and Engineering,16.0,8.0,,,,
Daniel Lopez,Math and Logic,17.0,3.0,,,,
Margaret Jones,Math and Logic,12.0,0.0,,,,
Jessica Taylor,Physical Science and Engineering,16.0,6.0,,,,
Anthony Jackson,Language Learning,13.0,9.0,,,,
Barbara Garcia,Data Science,16.0,7.0,,,,
Barbara Williams,Math and Logic,15.0,8.0,,,,
Michelle Ramirez,Math and Logic,13.0,9.0,,,,
Matthew Martin,Personal Development,13.0,9.0,,,,
Jessica Thomas,Language Learning,15.0,10.0,,,,
Donna Jones,Math and Logic,12.0,9.0,,,,
Joseph Anderson,Social Sciences,13.0,5.0,,,,
Thomas Anderson,Personal Development,14.0,1.0,,,,
Thomas Perez,Health,17.0,10.0,,,,
James Lewis,Health,13.0,4.0,,,,
Sandra Lewis,Business,18.0,5.0,,,,
Charles Perez,Arts and Humanities,14.0,4.0,,,,
Paul Garcia,Information Technology,18.0,9.0,,,,
Robert Anderson,Social Sciences,14.0,8.0,,,,
Daniel Jackson,Physical Science and Engineering,14.0,3.0,,,,
Karen Lee,Language Learning,18.0,6.0,,,,
Margaret Thompson,Social Sciences,15.0,7.0,,,,
Thomas Anderson,Information Technology,14.0,1.0,,,,
Karen Miller,Arts and Humanities,16.0,4.0,,,,
Matthew Ramirez,Business,16.0,6.0,,,,
Donald Brown,Personal Development,12.0,7.0,,,,
Jessica Gonzalez,Social Sciences,18.0,4.0,,,,
Andrew Lopez,Social Sciences,14.0,9.0,,,,
Andrew Martinez,Computer Science,15.0,0.0,,,,
Charles Smith,Data Science,15.0,6.0,,,,
Betty Rodriguez,Language Learning,12.0,6.0,,,,
James Jackson,Health,15.0,8.0,,,,
Patricia Robinson,Health,17.0,8.0,,,,
Joshua White,Health,16.0,6.0,,,,
Ashley Clark,Information Technology,15.0,7.0,,,,
Charles Harris,Data Science,18.0,5.0,,,,
Joseph Martin,Computer Science,13.0,1.0,,,,
Daniel Davis,Language Learning,18.0,8.0,,,,
Richard Martin,Language Learning,13.0,5.0,,,,
Thomas Perez,Physical Science and Engineering,14.0,7.0,,,,
William Lee,Arts and Humanities,12.0,1.0,,,,
Michael Lewis,Arts and Humanities,12.0,1.0,,,,
John Martinez,Arts and Humanities,17.0,6.0,,,,
Mark Johnson,Personal Development,18.0,4.0,,,,
Donna Lopez,Physical Science and Engineering,15.0,5.0,,,,
William Williams,Social Sciences,15.0,6.0,,,,
Charles Hernandez,Computer Science,14.0,0.0,,,,
Anthony Garcia,Health,12.0,5.0,,,,
Richard Jones,Data Science,18.0,10.0,,,,
Paul Lewis,Personal Development,18.0,9.0,,,,
Lisa Taylor,Information Technology,16.0,5.0,,,,
Steven Robinson,Math and Logic,12.0,6.0,,,,
Sarah Clark,Computer Science,18.0,3.0,,,,
David Rodriguez,Physical Science and Engineering,15.0,4.0,,,,
Donald Sanchez,Business,17.0,3.0,,,,
Charles White,Arts and Humanities,12.0,1.0,,,,
Nancy Sanchez,Arts and Humanities,17.0,8.0,,,,
Linda Anderson,Arts and Humanities,16.0,0.0,,,,
Robert Jones,Data Science,18.0,10.0,,,,
Joseph Ramirez,Arts and Humanities,18.0,10.0,,,,
Betty Ramirez,Information Technology,14.0,7.0,,,,
Emily Lopez,Business,12.0,3.0,,,,
Jennifer Sanchez,Physical Science and Engineering,15.0,9.0,,,,
Betty Smith,Physical Science and Engineering,17.0,2.0,,,,
Thomas Moore,Computer Science,13.0,0.0,,,,
Linda Anderson,Social Sciences,17.0,0.0,,,,
Lisa Perez,Health,13.0,2.0,,,,
Thomas Jackson,Information Technology,18.0,5.0,,,,
Matthew Clark,Information Technology,16.0,8.0,,,,
Lisa Brown,Arts and Humanities,16.0,5.0,,,,
Joseph Thomas,Personal Development,14.0,6.0,,,,
Mary Martin,Health,12.0,5.0,,,,
Emily Hernandez,Arts and Humanities,14.0,3.0,,,,
Michelle Davis,Arts and Humanities,14.0,3.0,,,,
Robert Lee,Health,15.0,7.0,,,,
Sandra Robinson,Social Sciences,13.0,7.0,,,,
Karen Lee,Health,14.0,7.0,,,,
Anthony Brown,Personal Development,12.0,3.0,,,,
William Johnson,Data Science,16.0,0.0,,,,
John Martinez,Physical Science and Engineering,18.0,10.0,,,,
Ashley Brown,Data Science,12.0,3.0,,,,
Michael Davis,Personal Development,16.0,1.0,,,,
Paul Jones,Physical Science and Engineering,18.0,6.0,,,,
Matthew Anderson,Personal Development,14.0,7.0,,,,
Lisa Perez,Arts and Humanities,16.0,8.0,,,,
Paul Wilson,Computer Science,12.0,7.0,,,,
Donna White,Computer Science,14.0,1.0,,,,
Elizabeth Lewis,Computer Science,14.0,9.0,,,,
Anthony Lee,Computer Science,16.0,2.0,,,,
Michael Clark,Business,17.0,6.0,,,,
Ashley Martin,Data Science,12.0,1.0,,,,
Anthony Rodriguez,Language Learning,17.0,5.0,,,,
John Thompson,Arts and Humanities,17.0,4.0,,,,
Lisa Miller,Information Technology,18.0,8.0,,,,
Mark Anderson,Computer Science,12.0,7.0,,,,
Jessica Ramirez,Math and Logic,14.0,10.0,,,,
Lisa Brown,Data Science,18.0,2.0,,,,
Lisa Moore,Business,15.0,0.0,,,,
Daniel Johnson,Business,14.0,1.0,,,,
Betty Rodriguez,Information Technology,14.0,2.0,,,,
Richard Brown,Data Science,17.0,4.0,,,,
Sandra Williams,Business,18.0,10.0,,,,
Susan Lee,Data Science,16.0,0.0,,,,
Joshua Smith,Social Sciences,15.0,2.0,,,,
Patricia Sanchez,Physical Science and Engineering,17.0,5.0,,,,
Nancy Davis,Math and Logic,14.0,4.0,,,,
William Sanchez,Math and Logic,13.0,5.0,,,,
Andrew Miller,Physical Science and Engineering,16.0,5.0,,,,
Robert Clark,Math and Logic,17.0,0.0,,,,
Emily Miller,Personal Development,12.0,10.0,,,,
Donna Miller,Computer Science,15.0,0.0,,,,
Joseph Hernandez,Business,12.0,5.0,,,,
Elizabeth Sanchez,Data Science,17.0,4.0,,,,
Joshua Smith,Social Sciences,15.0,9.0,,,,
Sarah Ramirez,Physical Science and Engineering,18.0,0.0,,,,
Elizabeth Jones,Computer Science,15.0,8.0,,,,
Paul Rodriguez,Business,12.0,0.0,,,,
Barbara Brown,Personal Development,12.0,10.0,,,,
Mary Jones,Computer Science,14.0,9.0,,,,
James Lopez,Business,12.0,9.0,,,,
Jessica Jackson,Personal Development,16.0,8.0,,,,
Christopher Smith,Business,13.0,3.0,,,,
Barbara Rodriguez,Health,18.0,9.0,,,,
Patricia Jones,Data Science,18.0,7.0,,,,
Anthony Taylor,Arts and Humanities,12.0,6.0,,,,
Linda White,Information Technology,17.0,10.0,,,,
Robert Thomas,Computer Science,14.0,7.0,,,,
Mark Harris,Social Sciences,14.0,3.0,,,,
Lisa Taylor,Personal Development,14.0,8.0,,,,
Donna Brown,Social Sciences,12.0,8.0,,,,
Mark Taylor,Personal Development,16.0,7.0,,,,
Joseph Martin,Language Learning,14.0,2.0,,,,
John White,Computer Science,12.0,4.0,,,,
Kimberly Martinez,Personal Development,18.0,6.0,,,,
Sandra Lee,Social Sciences,13.0,1.0,,,,
Mary Johnson,Data Science,16.0,6.0,,,,
Donald Ramirez,Computer Science,18.0,3.0,,,,
Betty Wilson,Information Technology,17.0,0.0,,,,
Michael Thomas,Personal Development,16.0,3.0,,,,
Mark Williams,Social Sciences,13.0,4.0,,,,
Jennifer Hernandez,Data Science,13.0,3.0,,,,
Joshua Jones,Math and Logic,12.0,8.0,,,,
Robert Jones,Language Learning,18.0,3.0,,,,
Sarah Martin,Computer Science,16.0,10.0,,,,
Donna Moore,Information Technology,12.0,0.0,,,,
Christopher Gonzalez,Personal Development,17.0,0.0,,,,
Joshua Taylor,Health,13.0,0.0,,,,
Charles Anderson,Social Sciences,16.0,9.0,,,,
Steven Martin,Business,15.0,1.0,,,,
Margaret Brown,Arts and Humanities,15.0,4.0,,,,
Linda Ramirez,Physical Science and Engineering,18.0,3.0,,,,
Emily White,Math and Logic,13.0,5.0,,,,
Susan Wilson,Data Science,18.0,2.0,,,,
Mark Lewis,Information Technology,17.0,9.0,,,,
Joseph Wilson,Information Technology,17.0,4.0,,,,
Nancy Clark,Physical Science and Engineering,12.0,9.0,,,,
Sandra Gonzalez,Language Learning,13.0,3.0,,,,
Anthony White,Social Sciences,16.0,0.0,,,,
Michael Hernandez,Social Sciences,14.0,7.0,,,,
Margaret Hernandez,Math and Logic,18.0,4.0,,,,
Thomas Lopez,Arts and Humanities,16.0,1.0,,,,
Elizabeth Perez,Arts and Humanities,16.0,7.0,,,,
Donald Williams,Health,15.0,9.0,,,,
Jennifer Clark,Social Sciences,17.0,9.0,,,,
Jennifer Williams,Math and Logic,14.0,10.0,,,,
Margaret Brown,Physical Science and Engineering,17.0,6.0,,,,
Lisa Sanchez,Health,17.0,5.0,,,,
William Moore,Health,17.0,4.0,,,,
Patricia Jackson,Information Technology,12.0,6.0,,,,
Emily Moore,Data Science,17.0,6.0,,,,
Nancy Perez,Data Science,15.0,2.0,,,,
Linda Wilson,Business,16.0,8.0,,,,
Daniel Ramirez,Computer Science,16.0,9.0,,,,
Margaret Ramirez,Business,12.0,7.0,,,,
Patricia Martinez,Personal Development,13.0,3.0,,,,
Joshua Martinez,Computer Science,15.0,5.0,,,,
Daniel Brown,Data Science,14.0,1.0,,,,
Andrew Taylor,Computer Science,13.0,8.0,,,,
Susan Jones,Information Technology,16.0,9.0,,,,
Donald Davis,Data Science,17.0,6.0,,,,
Michael Lopez,Data Science,14.0,2.0,,,,
Emily Lopez,Computer Science,12.0,2.0,,,,
Linda Harris,Social Sciences,15.0,5.0,,,,
Sarah Jackson,Physical Science and Engineering,14.0,2.0,,,,
Joseph Sanchez,Physical Science and Engineering,17.0,7.0,,,,
Margaret Ramirez,Personal Development,15.0,5.0,,,,
Emily Harris,Health,17.0,10.0,,,,
Michelle Martin,Information Technology,16.0,6.0,,,,
Emily Smith,Arts and Humanities,13.0,0.0,,,,
Joshua Robinson,Arts and Humanities,18.0,0.0,,,,
Sarah Smith,Computer Science,13.0,2.0,,,,
Barbara Rodriguez,Math and Logic,17.0,2.0,,,,
Karen Robinson,Math and Logic,13.0,3.0,,,,
Nancy Lopez,Math and Logic,14.0,0.0,,,,
James Garcia,Language Learning,17.0,2.0,,,,
Elizabeth Jackson,Personal Development,15.0,3.0,,,,
Betty Williams,Social Sciences,13.0,4.0,,,,
Elizabeth White,Health,13.0,0.0,,,,
Mary Williams,Information Technology,12.0,5.0,,,,
Kimberly Miller,Math and Logic,13.0,6.0,,,,
Matthew Wilson,Business,16.0,7.0,,,,
Sandra Hernandez,Physical Science and Engineering,15.0,7.0,,,,
David Lopez,Data Science,14.0,1.0,,,,
Karen White,Arts and Humanities,14.0,2.0,,,,
Christopher Harris,Health,18.0,5.0,,,,
Andrew Martin,Physical Science and Engineering,12.0,1.0,,,,
Jennifer Lewis,Computer Science,16.0,10.0,,,,
Patricia Jones,Business,16.0,5.0,,,,
David Harris,Business,12.0,8.0,,,,
Michelle Johnson,Social Sciences,18.0,9.0,,,,
Jennifer Rodriguez,Arts and Humanities,18.0,0.0,,,,
Mark Perez,Data Science,18.0,4.0,,,,
Margaret Thomas,Information Technology,15.0,1.0,,,,
Joshua Anderson,Information Technology,15.0,8.0,,,,
Anthony Rodriguez,Math and Logic,12.0,10.0,,,,
Susan Harris,Arts and Humanities,16.0,2.0,,,,
Steven Brown,Physical Science and Engineering,17.0,8.0,,,,
Daniel Wilson,Information Technology,16.0,0.0,,,,
Linda Martinez,Data Science,16.0,5.0,,,,
Donna Thomas,Physical Science and Engineering,15.0,1.0,,,,
Kimberly Perez,Arts and Humanities,12.0,6.0,,,,
Karen Johnson,Math and Logic,16.0,6.0,,,,
Joseph Gonzalez,Physical Science and Engineering,13.0,6.0,,,,
Joshua Johnson,Personal Development,12.0,0.0,,,,
James Miller,Data Science,17.0,8.0,,,,
Karen Miller,Business,17.0,1.0,,,,
William Harris,Data Science,12.0,2.0,,,,
Thomas Martinez,Social Sciences,16.0,3.0,,,,
Christopher Brown,Arts and Humanities,17.0,9.0,,,,
James Thomas,Computer Science,16.0,2.0,,,,
Margaret Garcia,Information Technology,12.0,7.0,,,,
William Gonzalez,Physical Science and Engineering,16.0,8.0,,,,
Paul Thompson,Data Science,18.0,8.0,,,,
Joseph Taylor,Business,17.0,4.0,,,,
Emily Clark,Data Science,18.0,4.0,,,,
Daniel Williams,Health,17.0,7.0,,,,
Betty Ramirez,Language Learning,17.0,10.0,,,,
John Wilson,Personal Development,14.0,9.0,,,,
Mary Anderson,Information Technology,18.0,0.0,,,,
Robert Ramirez,Social Sciences,13.0,9.0,,,,
Christopher Jackson,Health,12.0,8.0,,,,
Margaret Jackson,Data Science,12.0,6.0,,,,
Betty Thompson,Arts and Humanities,13.0,3.0,,,,
Anthony Martinez,Business,17.0,6.0,,,,
Linda Gonzalez,Business,18.0,1.0,,,,
Mary Hernandez,Math and Logic,13.0,5.0,,,,
David Sanchez,Physical Science and Engineering,18.0,2.0,,,,
Michelle Anderson,Physical Science and Engineering,15.0,7.0,,,,
Lisa Williams,Personal Development,15.0,6.0,,,,
Margaret Ramirez,Physical Science and Engineering,12.0,9.0,,,,
Michael Davis,Physical Science and Engineering,12.0,5.0,,,,
Margaret Jackson,Business,14.0,8.0,,,,
Betty Taylor,Computer Science,16.0,4.0,,,,
Jennifer Gonzalez,Information Technology,14.0,4.0,,,,
Karen White,Language Learning,16.0,4.0,,,,
Nancy Davis,Health,14.0,2.0,,,,
Nancy Harris,Health,16.0,0.0,,,,
David Williams,Data Science,12.0,2.0,,,,
Steven Lee,Physical Science and Engineering,14.0,2.0,,,,
Linda Taylor,Math and Logic,13.0,4.0,,,,
Steven Miller,Math and Logic,18.0,8.0,,,,
Daniel Lopez,Language Learning,15.0,2.0,,,,
Elizabeth Davis,Social Sciences,13.0,4.0,,,,
Michael Jones,Language Learning,13.0,8.0,,,,
Thomas Miller,Arts and Humanities,17.0,8.0,,,,
Barbara Martin,Language Learning,12.0,6.0,,,,
Elizabeth Harris,Personal Development,12.0,3.0,,,,
Robert Garcia,Personal Development,16.0,1.0,,,,
Ashley Anderson,Personal Development,17.0,3.0,,,,
Andrew Harris,Health,15.0,7.0,,,,
Donna Anderson,Arts and Humanities,12.0,3.0,,,,
Andrew Lee,Business,14.0,7.0,,,,
Michelle Hernandez,Information Technology,15.0,1.0,,,,
Christopher Jones,Personal Development,18.0,4.0,,,,
Mark Williams,Language Learning,17.0,5.0,,,,
Donald Anderson,Social Sciences,17.0,0.0,,,,
Karen Sanchez,Language Learning,13.0,3.0,,,,
Sarah Jackson,Information Technology,13.0,1.0,,,,
Patricia Lopez,Business,12.0,1.0,,,,
Steven Williams,Social Sciences,14.0,8.0,,,,
Karen Anderson,Physical Science and Engineering,13.0,0.0,,,,
Mark Johnson,Business,16.0,2.0,,,,
Patricia Lopez,Arts and Humanities,15.0,6.0,,,,
Charles Williams,Personal Development,17.0,10.0,,,,
Jennifer Martin,Math and Logic,12.0,6.0,,,,
Joshua Taylor,Computer Science,15.0,10.0,,,,
Matthew Anderson,Information Technology,15.0,9.0,,,,
Donna Moore,Arts and Humanities,14.0,1.0,,,,
John Anderson,Information Technology,14.0,4.0,,,,
Andrew Lee,Personal Development,17.0,1.0,,,,
Richard Hernandez,Personal Development,14.0,9.0,,,,
Joshua Thomas,Health,14.0,3.0,,,,
Steven Jones,Physical Science and Engineering,15.0,10.0,,,,
Patricia Anderson,Personal Development,17.0,9.0,,,,
Michael Sanchez,Health,17.0,6.0,,,,
Nancy Thompson,Information Technology,18.0,0.0,,,,
Jennifer Taylor,Social Sciences,12.0,6.0,,,,
Barbara Johnson,Social Sciences,18.0,1.0,,,,
Jessica Thompson,Math and Logic,16.0,0.0,,,,
Mark Anderson,Business,17.0,4.0,,,,
Kimberly Taylor,Health,17.0,7.0,,,,
Michelle Garcia,Math and Logic,18.0,1.0,,,,
Lisa Lopez,Personal Development,13.0,8.0,,,,
Charles Gonzalez,Social Sciences,17.0,9.0,,,,
Anthony Harris,Arts and Humanities,13.0,1.0,,,,
Nancy Perez,Social Sciences,12.0,1.0,,,,
Joshua Johnson,Business,15.0,9.0,,,,
Nancy Williams,Language Learning,18.0,9.0,,,,
Nancy Brown,Health,12.0,2.0,,,,
Emily Perez,Business,14.0,5.0,,,,
Matthew Martinez,Health,15.0,6.0,,,,
Thomas White,Information Technology,17.0,10.0,,,,
Joshua Ramirez,Health,12.0,10.0,,,,
Elizabeth Hernandez,Arts and Humanities,18.0,9.0,,,,
Jennifer Jackson,Business,16.0,2.0,,,,
Elizabeth Robinson,Arts and Humanities,16.0,4.0,,,,
Daniel Martinez,Business,14.0,7.0,,,,
Betty Jones,Computer Science,17.0,6.0,,,,
Joshua Thompson,Social Sciences,13.0,8.0,,,,
Jennifer Martinez,Language Learning,16.0,8.0,,,,
Emily Gonzalez,Language Learning,14.0,10.0,,,,
Nancy Clark,Arts and Humanities,15.0,3.0,,,,
William Perez,Business,18.0,4.0,,,,
Kimberly Williams,Language Learning,15.0,1.0,,,,
Margaret Taylor,Math and Logic,18.0,0.0,,,,
Lisa Smith,Social Sciences,15.0,3.0,,,,
Lisa Martinez,Personal Development,15.0,4.0,,,,
Barbara Miller,Math and Logic,13.0,1.0,,,,
Nancy Harris,Business,18.0,4.0,,,,
Ashley Miller,Information Technology,15.0,1.0,,,,
Joseph Jones,Personal Development,13.0,3.0,,,,
Elizabeth Williams,Health,13.0,1.0,,,,
Charles Ramirez,Language Learning,14.0,8.0,,,,
Michael Taylor,Math and Logic,17.0,1.0,,,,
Paul Clark,Language Learning,18.0,1.0,,,,
Kimberly Johnson,Social Sciences,16.0,8.0,,,,
Nancy Lewis,Computer Science,15.0,10.0,,,,
Michelle Jones,Health,12.0,1.0,,,,
Joshua Gonzalez,Arts and Humanities,14.0,4.0,,,,
Elizabeth Garcia,Language Learning,13.0,0.0,,,,
Barbara Clark,Physical Science and Engineering,12.0,5.0,,,,
Michelle Sanchez,Data Science,13.0,1.0,,,,
David White,Language Learning,17.0,3.0,,,,
Mark Johnson,Math and Logic,15.0,2.0,,,,
Anthony Lopez,Health,12.0,5.0,,,,
Jessica Anderson,Business,17.0,10.0,,,,
Michelle Martinez,Math and Logic,16.0,1.0,,,,
Mark Davis,Arts and Humanities,14.0,7.0,,,,
Paul Davis,Computer Science,12.0,9.0,,,,
